/home/basti/code/dvarapandita/data/jna040_anu:0	[183-190] || anupalabdhirahasyam ||	anupalabDi NC Case=Nom|Number=1|Gender=Fem # ahasya NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna040_anu:31	abhimatayogyatāniścayo 'pi na pratyakṣakṛtaḥ syād iti yat kiñcid etat | na ca yathoktaḥ saṃśayo bahiradhikāreṇaiva | tad ayam (4a2) asaṃsṛṣṭavikalpo vā darśanātmā dṛśyātmano vā vikalpasya darśane 'dṛṣṭir vikalpakalpanām indriyajñāne pratihanti ityāder avācyatāprasaṅgāt | tasmāt jñāne 'pi kadācid anyajñānasya vimarśaḥ | arthe 'py anullikhitāntarāsaṃśayo niścaya iti daśāvibhāgena pratyakṣasyetarasya vā sāmarthyasthitir na tu jātivibhāgena |	aBiman PPP Case=Cpd|VerbForm=PPP # yogya JJ Case=Cpd # tA NC Case=Cpd # AScaya NC Case=Nom|Number=1|Gender=Masc # api CX # na CNG # pratyakza JJ Case=Cpd # kR PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # iti CQT # yad PRL Case=Nom|Number=1|Gender=Neut # kaScit PRI Case=Nom|Number=1|Gender=Neut # etad PRD Case=Nom|Number=1|Gender=Neut # na CNG # ca CCD # yaTA CCM # vac PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # saMSaya NC Case=Nom|Number=1|Gender=Masc # bahiraDikAra NC Case=Ins|Number=1|Gender=Masc # eva CEM # tad PRD Case=Nom|vA CCD # darSana NC Case=Abl|Number=1|Gender=Neut # mA CNG # dRS V Tense=Aor|Mood=Inj|Person=2|Number=Sing # Atman NC Case=Gen|Number=1|Gender=Masc # vA CCD # vikalpa NC Case=Gen|Number=1|Gender=Masc # darSana NC Case=Loc|Number=1|Gender=Neut # dRzwi NC Case=Nom|Number=1|Gender=Fem # vikalpa NC Case=Cpd # kalpanA NC Case=Acc|Number=1|Gender=Fem # indriya NC Case=Cpd # jQAna NC Case=Loc|Number=1|Gender=Neut # pratihan V Tense=Pres|Mood=Ind|Person=3|Number=Sing # ityAdi JJ Case=Gen|Number=1|Gender=Masc # avAcya JJ Case=Cpd # tA NC Case=Cpd # prasaFga NC Case=Abl|Number=1|Gender=Masc #tasmAt CX # jQAna NC Case=Loc|Number=1|Gender=Neut # api CX # kadAcid CX # anya PPX Case=Cpd # jQAna NC Case=Gen|Number=1|Gender=Neut # vimarSa NC Case=Nom|Number=1|Gender=Masc # arTa NC Case=Loc|Number=1|Gender=Masc # api CX # anulliKita JJ Case=Cpd # antarA CX # saMSaya NC Case=Nom|Number=1|Gender=Masc # niScaya NC Case=Nom|Number=1|Gender=Masc # iti CQT # daSA NC Case=Cpd # viBAga NC Case=Ins|Number=1|Gender=Masc # pratyakza JJ Case=Gen|Number=1|Gender=Neut # itara PPX Case=Gen|Number=1|Gender=Neut #vA CCD #
/home/basti/code/dvarapandita/data/jna040_anu:32	nanv	nanu CX #
/home/basti/code/dvarapandita/data/jna040_anu:33	 ekopalambhānubhavād	eka PPX Case=Cpd # upalamBa NC Case=Cpd # anuBava NC Case=Abl|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna040_anu:34	 ityādinā jñānāntaraniṣedha eva sāmarthyam uktam anubhavaś caivam (4a3) eveti cet |	ityAdi JJ Case=Ins|Number=1|Gender=Neut # jQAna NC Case=Cpd # antara JJ Case=Cpd # nizeDa NC Case=Nom|Number=1|Gender=Masc # eva CEM # sAmarTya NC Case=Nom|Number=1|Gender=Neut # vac PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # anuBava NC Case=Nom|Number=1|Gender=Masc # ca CCD # evam CX # eva CEM # iti CQT # ced CX #
/home/basti/code/dvarapandita/data/jna040_anu:35	na yathā hīdaṃ nopalabha iti pratyakṣād anubhūyate | tathedaṃ nāstīty api jhagity evābhyāsavataḥ | anabhyāsavatas tu jñānābhāva eva niścayaḥ | taddvāreṇa tv arthābhāva iti tadapekṣayā śāstre tathābhidhānaṃ | evam ekajñānasaṃsargiyatnādayo 'pi vācyāḥ | ata eva	na CNG # yaTA CCM # hi CX # idam PRD Case=Nom|Number=1|Gender=Neut # na CNG # upalaB V Tense=Pres|Mood=Ind|Person=1|Number=Sing # iti CQT # pratyakza NC Case=Abl|Number=1|Gender=Neut # anuBU V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # taTA CX # idam PRD Case=Nom|Number=1|Gender=Neut # na CNG # as V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # api CX # Jagit NC Case=Loc|Number=1|Gender=Masc # eva CEM # aByAsavant NC Case=Gen|Number=1|Gender=Masc # an CX # aByAsa NC Case=Cpd # vas KDP Case=Gen|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # tuniScaya NC Case=Nom|Number=1|Gender=Masc # tad PRD Case=Cpd # dvAra NC Case=Ins|Number=1|Gender=Neut # tu CCD # arTABAva NC Case=Nom|Number=1|Gender=Masc # iti CQT # tad PRD Case=Cpd # apekzA NC Case=Ins|Number=1|Gender=Fem # SAstra NC Case=Loc|Number=1|Gender=Neut # taTA CX # aBiDAna NC Case=Nom|Number=1|Gender=Neut # evam CX # eka PPX Case=Cpd # jQAna NC Case=Cpd # saMsargin JJ Case=Cpd # yatna NC Case=Gen|Number=2|Gender=Masc # api CX # vac KDG Case=Nom|Number=3|Gender=Masc|VerbForm=Ger # atas CX # eva CEM #
/home/basti/code/dvarapandita/data/jna040_anu:36	 vyavasyantīkṣaṇād eva sarvākārān mahādhiya	vyavasA V Tense=Pres|Mood=Ind|Person=3|Number=Plur # IkzaNa NC Case=Abl|Number=1|Gender=Neut # eva CEM # sarva JQ Case=Cpd # AkAra NC Case=Abl|Number=1|Gender=Masc # mahat JJ Case=Cpd # DI NC Case=Nom|Number=3|Gender=Masc #
/home/basti/code/dvarapandita/data/jna040_anu:37	 ity uktaṃ | mṛduprajñādhikāreṇa (4a4) ca sthānasthāneṣu yatnaḥ | tasmāt paṭudhiyaḥ pratyakṣād eva maṇirūpyādivivekavat tanniṣedhavyavahāro 'pi durnivāraḥ | na cābhāvo nāma vigrahavān yenānyavyatirekiṇā rūpeṇa sākṣātkartavyaḥ kiṃ tu vyavahartavyaḥ | sa caikākāraniyamāt paṭunā vyavahartum adhyakṣeṇa śakya eva | yaḥ punar apaṭur āpātataḥ pravṛtte 'py abhāvaniścaye saṃśete (4a5) sa dṛśyasyānupalambhamātram anusṛtya tadvyavahāraṃ pravartayati yas tu tato 'py apaṭuḥ sa dṛśyasyānupalambhe 'pi sandihāno vyāpakānupalambhena pravartate | na punar avyāmūṭhasyānena pravṛttiḥ | pratyakṣāpāṭava eva hy anumānaṃ prārthyate | tatpāṭavaṃ ca vikalpajananenāvasthāpyate | paṭutaratvaṃ ca tatra vimarśābhāvāt |	iti CQT # vac PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # mRdu JJ Case=Cpd # prajQA NC Case=Cpd # aDikAra NC Case=Ins|Number=1|Gender=Masc # ca CCD # sTAna NC Case=Cpd # sTAna NC Case=Loc|Number=3|Gender=Neut # yatna NC Case=Nom|Number=1|Gender=Masc # tasmAt CX # pawu JJ Case=Cpd # DI NC Case=Nom|Number=3|Gender=Masc # pratyakza NC Case=Abl|Number=1|Gender=Neut # eva CEM # maNi NC Case=Cpd # rUpya NC Case=Cpd # Adi NC Case=Cpd # viveka NC Case=Cpd # vat CX # tad PRD Case=Cpd # nizeDa NC Case=Cpd # vyavahAra NC Case=Nom|Number=1|Gender=Masc #api CX # durnivAra JJ Case=Nom|Number=1|Gender=Masc # na CNG # ca CCD # aBAva NC Case=Nom|Number=1|Gender=Masc # nAma CX # vigrahavat JJ Case=Nom|Number=1|Gender=Masc # yad PRL Case=Ins|Number=1|Gender=Neut # anya PPX Case=Cpd # vyatirekin JJ Case=Ins|Number=1|Gender=Neut # rUpa NC Case=Ins|Number=1|Gender=Neut # sAkzAtkR V Tense=Aor|Mood=Inj|Person=2|Number=Sing # ka PRQ Case=Nom|Number=1|Gender=Neut # tu CCD # vyavahR KDG Case=Nom|Number=1|Gender=Masc|VerbForm=Ger # tad PRD Case=Nom|Number=1|Gender=Masc # ca CCD # eka PPX Case=Cpd # AkAra NC Case=Cpd # niyama NC Case=Abl|Number=1|Gender=Masc #pawu NC Case=Ins|Number=1|Gender=Neut # vyavahR CGDI VerbForm=Inf # aDyakza NC Case=Ins|Number=1|Gender=Masc # Sakya JJ Case=Nom|Number=1|Gender=Masc # eva CEM # yad PRL Case=Nom|Number=1|Gender=Masc # punar CAD # apawu JJ Case=Nom|Number=1|Gender=Masc # ApAta NC Case=Abl|Number=1|Gender=Masc # pravRt PPP Case=Loc|Number=1|Gender=Masc|VerbForm=PPP # api CX # aBAva NC Case=Cpd # niScaya NC Case=Loc|Number=1|Gender=Masc # saMSI V Tense=Pres|Mood=Ind|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Masc # dRS KDG Case=Gen|Number=1|Gender=Masc|VerbForm=Ger # anupalamBa NC Case=Cpd # mAtra NC CaseanusR CGDA VerbForm=Abs # tad PRD Case=Cpd # vyavahAra NC Case=Acc|Number=1|Gender=Masc # pravartay V Tense=Pres|Mood=Ind|Person=3|Number=Sing # yad PRL Case=Nom|Number=1|Gender=Masc # tu CCD # tatas CX # api CX # apawu JJ Case=Nom|Number=1|Gender=Masc # tad PRD Case=Nom|Number=1|Gender=Masc # dRS KDG Case=Gen|Number=1|Gender=Neut|VerbForm=Ger # anupalamBa NC Case=Loc|Number=1|Gender=Masc # api CX # as KDP Case=Nom|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # dihAna NC Case=Nom|Number=1|Gender=Masc # vyApaka JJ Case=Cpd # anupalamBa NC Case=Ins|Number=1|Gender=Masc # pravRt V Tense=Pres|Mna CNG #pawutara JJ Case=Cpd # tva NC Case=Nom|Number=1|Gender=Neut # ca CCD # tatra CAD # vimarSa NC Case=Cpd # aBAva NC Case=Abl|Number=1|Gender=Masc #
/home/basti/code/dvarapandita/data/jna040_anu:38	cārvākaṃ tu pṛthag abhāvam (4a6) anumanyamānam eva prati pratyakṣasya niṣedhe 'vyāpāro darśitaḥ |	cArvAka NC Case=Acc|Number=1|Gender=Masc # tu CCD # pRTak CX # aBAva NC Case=Acc|Number=1|Gender=Masc # anuman KDP Case=Acc|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # eva CEM # prati CADP # pratyakza NC Case=Gen|Number=1|Gender=Neut # nizeDa NC Case=Loc|Number=1|Gender=Masc # vyApAra NC Case=Nom|Number=1|Gender=Masc # darSay PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP #
/home/basti/code/dvarapandita/data/jna040_anu:39	 arthasāmarthyāpekṣādy	arTa NC Case=Cpd # sAmarTya NC Case=Cpd # apekzA NC Case=Cpd # Adi NC Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna040_anu:40	 ukteḥ | na cānumānasyeva pratyakṣasyāpi niścayavaśād grahaṇavyavasthā | kiṃ tu pratibhāsavaśāt | niyatākārataiva ca tasya tadanyābhāvabhāsanaṃ |	vacti NC Case=Gen|Number=1|Gender=Fem # na CNG # ca CCD # anumAna NC Case=Gen|Number=1|Gender=Neut # iva CCM # pratyakza NC Case=Gen|Number=1|Gender=Neut # api CX # niScaya NC Case=Cpd # vaSa NC Case=Abl|Number=1|Gender=Masc # grahaNa NC Case=Cpd # vyavasTA NC Case=Nom|Number=1|Gender=Fem # ka PRQ Case=Nom|Number=1|Gender=Neut # tu CCD # pratiBAsa NC Case=Cpd # vaSa NC Case=Abl|Number=1|Gender=Masc # niyam PPP Case=Cpd|VerbForm=PPP # AkAra NC Case=Cpd # tA NC Case=Nom|Number=1|Gender=Fem # eva CEM # ca CCD # tad PRD Case=Gen|Number=1|Gender=Masc # tad PRD Case=Cpd # anya PPX Case=Cpd # aBAva NC Case=Cpd # BAsana NC
/home/basti/code/dvarapandita/data/jna040_anu:41	 [187] tasmād duṣpariharaḥ pratyakṣasyābhāvavyavahāraśaktisambhavaḥ | pratiṣedhas tu sarvatrānupalambhād iti tu na pratyakṣapratikṣepaḥ kiṃ tu (4a7) liṅgāntarasya | dvāv eva vidhisādhanāv iti yathā | tad ayam ambhasi gandhaniṣedhaḥ pratyakṣakṛta evāvyavadher na laiṅgikaḥ |	tasmAt CX # duzparihara JJ Case=Nom|Number=1|Gender=Masc # pratyakza NC Case=Gen|Number=1|Gender=Neut # aBAva NC Case=Cpd # vyavahAra NC Case=Cpd # Sakti NC Case=Cpd # samBava NC Case=Nom|Number=1|Gender=Masc # pratizeDa NC Case=Nom|Number=1|Gender=Masc # tu CCD # sarvatra CX # anupalamBa NC Case=Abl|Number=1|Gender=Masc # iti CQT # tu CCD # na CNG # pratyakza NC Case=Cpd # pratikzepa NC Case=Nom|Number=1|Gender=Masc #ka PRQ Case=Nom|Number=1|Gender=Neut # tu CCD # liFga NC Case=Cpd # antara JJ Case=Gen|Number=1|Gender=Neut # dvi NUM Case=Nom|Number=2|Gender=Masc # eva CEM # viDi NC Case=Cpd # sADana NC Case=Nom|Number=2|Gender=Masc # iti CQT # yaTA CCM # tad PRD Case=Acc|Number=1|Gender=Neut # idam PRD Case=Nom|Number=1|Gender=Masc # amBas NC Case=Loc|Number=1|Gender=Neut # ganDa NC Case=Cpd # nizeDa NC Case=Nom|Number=1|Gender=Masc # pratyakza JJ Case=Cpd # kR PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP # eva CEM # a CNG # vyavaDA V Tense=Pres|Mood=Opt|Person=3|Number=Sing # na CNG # lEFgika JJ
/home/basti/code/dvarapandita/data/jna040_anu:42	kiṃ cātra liṅgaṃ gandhābhāvāvyabhicāri | jñānakāryānupalabdhir iti cet | yadā svagrāhijñānaṃ kāryahetus tadedaṃ yuktam api | yadā tu pratyakṣam eva tat tadā pratyakṣayogyasya tannivṛttir yadi na dṛśyānupalabdhir ghaṭasyāpi[Birgit1] mā bhūt | tad idaṃ pratiyogijñānarūpatālocanavañcanāphalam (4b1) eva | ayaṃ ca vādī yadīndriyasādguṇyam aniścinvann etad āha tadā sann api gandhādir nopalabhyata ity āyātaṃ | atha niścinvann alaṃ kāryānupalabdhyeti draṣṭavyaṃ |	ka PRQ Case=Nom|Number=1|Gender=Neut # ca CCD # atra CAD # liFga NC Case=Nom|Number=1|Gender=Neut # ganDa NC Case=Cpd # aBAva NC Case=Cpd # avyaBicArin JJ Case=Nom|Number=1|Gender=Neut # jQAna NC Case=Cpd # kArya NC Case=Cpd # anupalabDi NC Case=Nom|Number=1|Gender=Fem # iti CQT # ced CX # yadA CSB # sva JJ Case=Cpd # grAhin JJ Case=Cpd # jQAna NC Case=Nom|Number=1|Gender=Neut # kArya NC Case=Cpd # hetu NC Case=Nom|Number=1|Gender=Masc # tadA CAD # idam PRD Case=Nom|Number=1|Gender=Neut # yuj PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # api CX # yadA CSB #tu CCD # pratyakza NC Case=Nom|Number=1|Gender=Neut # eva CEM # tad PRD Case=Nom|Number=1|Gender=Neut # tadA CAD # pratyakza JJ Case=Cpd # yogya JJ Case=Gen|Number=1|Gender=Neut # tad PRD Case=Cpd # nivRtti NC Case=Nom|Number=1|Gender=Fem # yadi CSB # na CNG # dRS KDG Case=Cpd|VerbForm=Ger # anupalabDi NC Case=Nom|Number=1|Gender=Fem # mA CNG # BU V Tense=Aor|Mood=Inj|Person=3|Number=Sing # tad PRD Case=Nom|Number=1|Gender=Neut # idam PRD Case=Nom|Number=1|Gender=Neut # pratiyogin JJ Case=Cpd # jQAna NC Case=Cpd # rUpa NC Case=Cpd # tA NC Case=Cpd # locana NC Case=Cpd # vaQcana NC Case=Cpd # aPala eva CEM # idam PRD Case=Nom|Number=1|Gender=Masc # ca CCD # vAdin NC Case=Nom|Number=1|Gender=Masc # yadi CSB # indriya NC Case=Abl|Number=1|Gender=Neut # guNya NC Case=Acc|Number=1|Gender=Neut # a CNG # niSci KDP Case=Nom|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # etad PRD Case=Acc|Number=1|Gender=Neut # ah V Tense=Perf|Mood=Ind|Person=3|Number=Sing # tadA CAD # as KDP Case=Nom|Number=1|Gender=Masc|Tense=Pres|VerbForm=Part # api CX # ganDa NC Case=Cpd # Adi NC Case=Nom|Number=1|Gender=Masc # na CNG # upalaB V Tense=Pres|Mood=Ind|Voice=Pass|Person=3|Number=Sing # iti Calam CX # kArya NC Case=Cpd # anupalabDi NC Case=Ins|Number=1|Gender=Fem # iti CQT # dRS KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger #
/home/basti/code/dvarapandita/data/jna040_anu:43	parokṣasambhāvite ca kāraṇādau kāryādyanupalabdhiṃ yatnena yojayati | samprati ca doṣaleśabhayāt pratyakṣasambhāvite 'pi saṃśayatīty asambaddhaṃ |	parokza JJ Case=Cpd # samBAvay PPP Case=Loc|Number=1|Gender=Neut|VerbForm=PPP # ca CCD # kAraNa NC Case=Cpd # Adi NC Case=Loc|Number=1|Gender=Masc # kArya NC Case=Cpd # Adi NC Case=Cpd # anupalabDi NC Case=Acc|Number=1|Gender=Fem # yatna NC Case=Ins|Number=1|Gender=Masc # yojay V Tense=Pres|Mood=Ind|Person=3|Number=Sing # samprati CX # ca CCD # doza NC Case=Cpd # leSa NC Case=Cpd # Baya NC Case=Abl|Number=1|Gender=Neut # pratyakza NC Case=Cpd # samBAvay PPP Case=Loc|Number=1|Gender=Masc|VerbForm=PPP # api CX # saMSaya NC Case=Nom|Number=1|Gender=Masc # iti CQT #asaMbadDa JJ Case=Nom|Number=1|Gender=Neut #
/home/basti/code/dvarapandita/data/jna040_anu:44	tasmāt sthitam etat | yasmin vedyamāne yad avaśyaṃ vedyata eva tasyābhinnendriyagrāhyasyānyasya vā (4b2) 'nindriyagrāhyasya vā buddhir anupalabdhiḥ | sā ca vyavahāram eva sādhayati | anyathā pratyakṣasiddheḥ | tadarthaṃ ca virahajñānasya sthiteḥ sthairyasyāśraya ity uktaṃ | na tu virahaniścayasyeti |	tasmAt CX # sTA PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # etad PRD Case=Nom|Number=1|Gender=Neut # yad PRL Case=Loc|Number=1|Gender=Neut # vid KDP Case=Loc|Number=1|Gender=Neut|Tense=Pres|Voice=Pass|VerbForm=Part # yad PRL Case=Nom|Number=1|Gender=Neut # avaSyam CX # vid KDG Case=Nom|Number=1|Gender=Neut|VerbForm=Ger # eva CEM # tad PRD Case=Gen|Number=1|Gender=Masc # aBinna JJ Case=Cpd # indriya NC Case=Cpd # grah KDG Case=Gen|Number=1|Gender=Masc|VerbForm=Ger # anya PPX Case=Gen|Number=1|Gender=Masc # vA CCD # niindriyagrAhya JJ Case=Gen|Number=1|Gender=Masc # vA CCD # budDi NC Case=Nom|NumberanupalabDi NC Case=Nom|Number=1|Gender=Fem # tad PRD Case=Nom|Number=1|Gender=Fem # ca CCD # vyavahAra NC Case=Acc|Number=1|Gender=Masc # eva CEM # sADay V Tense=Pres|Mood=Ind|Person=3|Number=Sing # anyaTA CX # pratyakza JJ Case=Cpd # sidDi NC Case=Gen|Number=1|Gender=Fem # tad PRD Case=Cpd # arTa NC Case=Acc|Number=1|Gender=Masc # ca CCD # viraha NC Case=Cpd # jQAna NC Case=Gen|Number=1|Gender=Neut # sTiti NC Case=Gen|Number=1|Gender=Fem # sTErya NC Case=Gen|Number=1|Gender=Neut # ASraya NC Case=Nom|Number=1|Gender=Masc # iti CQT #vac PPP Case=Nom|Number=1|Gender=Neut|VerbForm=PPP # na CNG # tu CCD # viraha NC Case=Cpd # niScaya NC Case=Gen|Number=1|Gender=Masc # iti CQT #
/home/basti/code/dvarapandita/data/jna040_anu:45	yathā ca niyatasahopalambhayor ekajñānam anyaniṣedhāya | tathā niyatāsahopalambhayor apīty āha | na veti | vedye yatra hi yanmatir niyamato na syād ity arthaḥ | yathā nīlam idam anīlaṃ na bhavatīti | atrāpi vyavahāra (4b3) eva sādhyaḥ | etena parasparaparihārasthitilakṣaṇo virodho vyākhyātaḥ |	yaTA CCM #niyama NC Case=Abl|Number=1|Gender=Masc # na CNG # as V Tense=Pres|Mood=Opt|Person=3|Number=Sing # iti CQT # arTa NC Case=Nom|Number=1|Gender=Masc # yaTA CCM # nIla JJ Case=Nom|Number=1|Gender=Neut # idam PRD Case=Nom|Number=1|Gender=Neut # anIla JJ Case=Nom|Number=1|Gender=Neut # na CNG # BU V Tense=Pres|Mood=Ind|Person=3|Number=Sing # iti CQT # atra CAD # api CX # vyavahAra NC Case=Nom|Number=1|Gender=Masc # eva CEM # sADay KDG Case=Nom|Number=1|Gender=Masc|VerbForm=Ger # etad PRD Case=Ins|Number=1|Gender=Neut # paraspara PRC Case=Cpd # parihAra NC Case=Cpd # sTiti NC Case=Cpd # lakzaNa NC Case=NomviroDa NC Case=Nom|Number=1|Gender=Masc # vyAKyA PPP Case=Nom|Number=1|Gender=Masc|VerbForm=PPP #
